Unnamed: 0,Name,Platform,Year_of_Release,Genre,NA_players,EU_players,RU_players,Other_players,Critic_Score,User_Score,Rating
4363,We Sing Encore,Wii,2010.0,Misc,0.0,0.39,0.0,0.06,,,
4364,Wolfenstein: The New Order,PC,2014.0,Shooter,0.13,0.29,0.0,0.03,81.0,8.2,M
4365,Deadpool,PS3,2013.0,Action,0.23,0.14,0.0,0.08,61.0,7.2,M
4366,Jawbreaker,2600,1981.0,Action,0.42,0.03,0.0,0.0,,,
4367,Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,0.22,0.17,0.0,0.06,,,
4368,Watch Dogs,PC,2014.0,Action,0.15,0.26,0.0,0.03,77.0,4.7,M
4369,Mario Golf: Advance Tour,GBA,2004.0,Sports,0.32,0.12,0.0,0.01,84.0,8.6,E
4370,Celebrity Sports Showdown,Wii,2008.0,Sports,0.18,0.22,0.0,0.05,50.0,4.6,E
4371,F.E.A.R. 3,X360,2011.0,Shooter,0.3,0.11,0.01,0.04,75.0,7,M
4372,Disney Guilty Party,Wii,2010.0,Misc,0.42,0.0,0.0,0.03,78.0,8,E
4373,Silent Hill: Homecoming,X360,,Action,0.25,0.15,0.0,0.04,70.0,6.9,M
4374,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004.0,Misc,0.22,0.17,0.0,0.06,,,
4375,"Warhammer 40,000: Space Marine",PS3,2011.0,Shooter,0.13,0.23,0.0,0.08,70.0,7.4,M
4376,Discovery Kids: Kitten Corner,DS,2009.0,Simulation,0.42,0.0,0.0,0.03,,tbd,E
4377,Rock Band Country Track Pack,Wii,2009.0,Misc,0.41,0.0,0.0,0.03,,tbd,E10+
4378,Major League Baseball 2K6,PS2,2006.0,Sports,0.37,0.01,0.0,0.06,70.0,5.2,E
4379,Brunswick Pro Bowling,X360,2010.0,Sports,0.38,0.04,0.0,0.03,44.0,tbd,E
4380,Jampack Volume 13 (RP-M),PS2,2005.0,Misc,0.37,0.01,0.0,0.06,,,
4381,World Soccer Winning Eleven 9,XB,2005.0,Sports,0.06,0.33,0.02,0.03,89.0,7.9,E
4382,NBA Live 2000,N64,1999.0,Sports,0.42,0.02,0.0,0.0,,,
4383,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,0.22,0.17,0.0,0.06,47.0,7.8,T
4384,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005.0,Misc,0.37,0.01,0.0,0.06,,,
4385,The Thing,PS2,2002.0,Adventure,0.22,0.17,0.0,0.06,78.0,7.4,M
4386,Van Helsing,PS2,2004.0,Action,0.22,0.17,0.0,0.06,64.0,8.5,T
4387,Mario Tennis Ultra Smash,WiiU,2015.0,Sports,0.13,0.15,0.14,0.02,58.0,5.3,E
4388,Virtua Tennis 4,PS3,2011.0,Sports,0.09,0.24,0.03,0.08,69.0,6.6,E
4389,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,0.3,0.12,0.0,0.02,84.0,8.7,T
4390,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,0.26,0.14,0.01,0.04,74.0,7.2,T
4391,Wolfenstein: The New Order,PS3,2014.0,Shooter,0.14,0.21,0.02,0.07,,7.1,M
4392,Skylanders: Trap Team,PS4,2014.0,Action,0.19,0.18,0.0,0.07,78.0,5.6,E10+
4393,Worms: Open Warfare 2,PSP,2007.0,Strategy,0.04,0.26,0.0,0.14,80.0,8.1,E10+
4394,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,0.26,0.14,0.0,0.04,,,
4395,Spawn: Armageddon,PS2,2003.0,Action,0.22,0.17,0.0,0.06,56.0,7.4,M
4396,The Godfather (US sales),XB,2006.0,Action,0.33,0.1,0.0,0.02,,,
4397,Sid Meier's Civilization Revolution,DS,2008.0,Strategy,0.37,0.03,0.02,0.03,80.0,7.7,E10+
4398,World Stadium EX,PS,1996.0,Sports,0.0,0.0,0.41,0.03,,,
4399,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,0.35,0.08,0.0,0.01,88.0,8.5,E
4400,Battlefield 2: Modern Combat,PS2,2005.0,Shooter,0.37,0.01,0.0,0.06,80.0,8.5,T
4401,50 Cent: Bulletproof,XB,2005.0,Action,0.33,0.1,0.0,0.02,50.0,5.9,M
4402,Densetsu no Stafi 2,GBA,2003.0,Platform,0.0,0.0,0.43,0.01,,,
4403,Independence Day,PS,1997.0,Shooter,0.25,0.17,0.0,0.03,,,
4404,Tony Hawk's Proving Ground,PS3,2007.0,Sports,0.36,0.04,0.0,0.04,73.0,6.6,T
4405,Chocobo Racing,PS,1999.0,Racing,0.07,0.05,0.3,0.03,,,
4406,Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,0.25,0.15,0.0,0.04,,,
4407,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,0.33,0.1,0.0,0.02,85.0,8.6,E10+
4408,Viking: Battle for Asgard,X360,2008.0,Action,0.16,0.23,0.0,0.05,68.0,8,M
4409,Petz: Catz 2,Wii,2007.0,Simulation,0.4,0.01,0.0,0.03,,5.8,E
4410,Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,0.13,0.0,0.31,0.01,83.0,7.6,E
4411,Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005.0,Shooter,0.0,0.0,0.44,0.0,,,
4412,Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,0.25,0.17,0.0,0.03,,,
4413,Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,0.25,0.17,0.0,0.03,,,
4414,Super Bomberman 4,SNES,1996.0,Puzzle,0.0,0.0,0.44,0.0,,,
4415,Fable,X360,2014.0,Role-Playing,0.25,0.15,0.01,0.04,,,
4416,Family Fest Presents Circus Games,Wii,2008.0,Misc,0.1,0.29,0.0,0.05,,tbd,E
4417,Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,0.26,0.14,0.0,0.04,66.0,8.2,E10+
4418,Bomberman II,NES,1991.0,Puzzle,0.16,0.03,0.15,0.1,,,
4419,Duke Nukem 64,N64,1997.0,Shooter,0.35,0.08,0.0,0.01,,,
4420,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011.0,Action,0.32,0.08,0.0,0.03,,,
4421,The Urbz: Sims in the City (all regions sales),DS,2004.0,Simulation,0.4,0.01,0.02,0.0,,,
4422,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005.0,Misc,0.34,0.09,0.0,0.01,,,
4423,Super Robot Taisen OG: Original Generations,PS2,2007.0,Strategy,0.0,0.0,0.44,0.0,,,
4424,G-Force,Wii,2009.0,Action,0.19,0.2,0.0,0.05,69.0,8,E10+
4425,Army Men World War: Final Front,PS,2001.0,Action,0.24,0.17,0.0,0.03,,,
4426,Transformers: Fall of Cybertron,X360,2012.0,Action,0.28,0.12,0.0,0.04,79.0,8.3,T
4427,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,0.17,0.13,0.06,0.08,74.0,8,T
4428,MX Unleashed,XB,2004.0,Racing,0.34,0.08,0.0,0.02,81.0,9.3,E
4429,Puppy Luv: Spa and Resort,DS,2007.0,Simulation,0.4,0.0,0.0,0.03,,tbd,E
4430,Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,0.0,0.0,0.44,0.0,,,
4431,Grind Session,PS,2000.0,Sports,0.24,0.17,0.0,0.03,,,
4432,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,0.0,0.0,0.43,0.01,,,
4433,Madden NFL 12,Wii,2011.0,Sports,0.41,0.0,0.0,0.03,,6.2,E
4434,Wario World,GC,2003.0,Platform,0.34,0.09,0.0,0.01,71.0,7.2,E
4435,DmC: Devil May Cry,X360,2013.0,Action,0.26,0.12,0.01,0.04,86.0,5.1,M
4436,Scooby-Doo! Mystery Mayhem,GBA,2003.0,Action,0.31,0.12,0.0,0.01,53.0,tbd,E
4437,Super Breakout,2600,,Puzzle,0.41,0.03,0.0,0.0,,,
4438,FIFA Soccer 13,PSV,2012.0,Action,0.0,0.28,0.05,0.11,57.0,4.1,E
4439,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,0.19,0.18,0.0,0.07,59.0,6.6,E10+
4440,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003.0,Misc,0.0,0.0,0.44,0.0,,,
4441,Samurai Warriors 3,Wii,2009.0,Action,0.09,0.02,0.32,0.01,55.0,7.2,T
4442,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,0.25,0.14,0.0,0.04,65.0,4,E10+
4443,TimeSplitters 2,GC,2002.0,Shooter,0.34,0.09,0.0,0.01,88.0,9,T
4444,Battlebots: Design & Destroy,GBA,2003.0,Action,0.31,0.12,0.0,0.01,,,
4445,Robert Ludlum's The Bourne Conspiracy,X360,,Action,0.26,0.13,0.0,0.04,71.0,7.2,T
4446,Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,0.34,0.09,0.0,0.01,92.0,8.7,M
4447,Food Network: Cook or Be Cooked,Wii,2009.0,Misc,0.41,0.0,0.0,0.03,53.0,6.8,E
4448,Power Rangers: S.P.D.,GBA,2004.0,Action,0.31,0.12,0.0,0.01,,tbd,E10+
4449,Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,0.36,0.01,0.0,0.06,75.0,8.7,T
4450,The Darkness,X360,2007.0,Shooter,0.36,0.04,0.01,0.03,82.0,8.1,M
4451,Thrillville: Off the Rails,Wii,2007.0,Strategy,0.38,0.02,0.0,0.03,70.0,2.8,E10+
4452,Jump Start Pet Rescue,Wii,2009.0,Misc,0.41,0.0,0.0,0.03,,,
4453,SingStar Motown,PS2,2009.0,Misc,0.0,0.06,0.0,0.38,,,
4454,Child of Eden,X360,2011.0,Shooter,0.28,0.12,0.0,0.04,84.0,7.7,E10+
4455,Neon Genesis Evangelion,SAT,1996.0,Adventure,0.0,0.0,0.44,0.0,,,
4456,Mobile Suit Gundam: One Year War,PS2,2005.0,Action,0.0,0.0,0.44,0.0,,,
4457,Spider-Man: Shattered Dimensions,PS3,2010.0,Action,0.26,0.12,0.0,0.05,74.0,7.5,T
4458,Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,0.0,0.0,0.44,0.0,,,
4459,NFL Blitz 20-03,PS2,2002.0,Sports,0.21,0.17,0.0,0.06,73.0,8.6,E
4460,SpongeBob's Atlantis SquarePantis,PS2,2007.0,Action,0.36,0.01,0.0,0.06,,tbd,E
4461,Eternal Sonata,PS3,2008.0,Role-Playing,0.19,0.12,0.07,0.05,80.0,7.8,T
4462,SingStar Queen,PS3,2009.0,Misc,0.11,0.25,0.0,0.07,,,
4463,Karaoke Revolution,Wii,2009.0,Misc,0.24,0.15,0.0,0.04,63.0,tbd,T
4464,Star Wars: Jedi Starfighter,XB,2002.0,Simulation,0.35,0.07,0.0,0.02,78.0,5.2,T
4465,Walk it Out!,Wii,2010.0,Sports,0.35,0.05,0.0,0.03,,,
4466,Classic NES Series: Metroid,GBA,2004.0,Adventure,0.26,0.1,0.07,0.01,58.0,8.6,E
4467,Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,0.4,0.0,0.0,0.03,60.0,6,E
4468,Primal,PS2,2003.0,Action,0.21,0.17,0.0,0.06,73.0,8.6,M
4469,Need for Speed: Shift 2 Unleashed,X360,2011.0,Racing,0.18,0.21,0.0,0.04,,,
4470,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009.0,Strategy,0.19,0.07,0.12,0.05,,,
4471,Ninja Gaiden 3,PS3,2012.0,Action,0.19,0.09,0.11,0.05,58.0,5,M
4472,Band Hero,DS,2009.0,Misc,0.2,0.19,0.0,0.04,65.0,7,E10+
4473,Need for Speed Underground 2,GBA,2004.0,Racing,0.31,0.12,0.0,0.01,72.0,8.2,E
4474,Madden NFL 2002,N64,2001.0,Sports,0.41,0.02,0.0,0.0,,,
4475,007: Quantum of Solace,PS2,2008.0,Action,0.17,0.0,0.0,0.26,,,
4476,Master of Illusion,DS,2006.0,Puzzle,0.16,0.0,0.26,0.01,69.0,tbd,E
4477,Spec Ops: Covert Assault,PS,2001.0,Shooter,0.24,0.16,0.0,0.03,,tbd,T
4478,SSX Tricky,XB,2001.0,Sports,0.32,0.09,0.0,0.02,88.0,8.5,E
4479,Flight Control Rocket,GBA,2005.0,Simulation,0.31,0.12,0.0,0.01,,,
4480,Tetris Axis,3DS,2011.0,Puzzle,0.2,0.13,0.06,0.03,74.0,6.8,E
4481,Borderlands: The Handsome Collection,XOne,2015.0,Shooter,0.26,0.13,0.0,0.04,80.0,7.8,M
4482,Sleeping Dogs,PS4,2014.0,Action,0.16,0.2,0.0,0.07,,,
4483,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,0.36,0.01,0.0,0.06,68.0,8.4,T
4484,NiGHTS into dreams...,SAT,1996.0,Platform,0.0,0.0,0.43,0.0,,,
4485,Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,0.19,0.18,0.0,0.07,43.0,5.3,T
4486,NCAA Football 2004,XB,2003.0,Sports,0.4,0.02,0.0,0.02,88.0,8.8,E
4487,Bionicle,PS2,2003.0,Action,0.21,0.17,0.0,0.06,51.0,3.6,E
4488,Hyrule Warriors,3DS,2016.0,Action,0.17,0.13,0.11,0.03,,,
4489,DanceStar Party,PS3,2011.0,Misc,0.0,0.34,0.0,0.1,,,
4490,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,0.15,0.14,0.09,0.06,73.0,7.5,T
4491,Naughty Bear,PS3,2010.0,Action,0.18,0.18,0.0,0.07,43.0,5.5,T
4492,MLB 2002,PS,2001.0,Sports,0.24,0.16,0.0,0.03,76.0,8.1,E
4493,Deadpool,X360,2013.0,Action,0.26,0.13,0.0,0.04,62.0,7.4,M
4494,Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,0.23,0.17,0.0,0.04,74.0,7.1,E10+
4495,MLB 14: The Show,PS3,2014.0,Sports,0.35,0.0,0.0,0.08,81.0,6.8,E
4496,Devil May Cry HD Collection,X360,2012.0,Action,0.28,0.11,0.01,0.03,77.0,8.4,M
4497,Hyperdimension Neptunia,PS3,2010.0,Role-Playing,0.22,0.09,0.07,0.04,45.0,7,T
4498,TimeSplitters,PS2,2000.0,Shooter,0.21,0.17,0.0,0.06,81.0,8,T
4499,Barnstorming,2600,1981.0,Action,0.4,0.02,0.0,0.0,,,
4500,InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,0.21,0.17,0.0,0.06,51.0,8.1,T
4501,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,0.31,0.11,0.0,0.01,,,
4502,Mega Man Zero 2,GBA,2003.0,Platform,0.18,0.07,0.17,0.01,81.0,8.6,E
4503,My Spanish Coach,DS,2007.0,Misc,0.4,0.0,0.0,0.03,73.0,tbd,E
4504,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,0.0,0.0,0.43,0.0,,,
4505,Payday 2,PS3,2013.0,Shooter,0.22,0.14,0.0,0.08,74.0,6.2,M
4506,WWE 2K16,X360,2015.0,Sports,0.27,0.12,0.0,0.04,,5.4,T
4507,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,0.19,0.09,0.08,0.07,,,
4508,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,0.31,0.11,0.0,0.01,,,
4509,Mass Effect Trilogy,PS3,2012.0,Action,0.37,0.0,0.0,0.06,,8.7,M
4510,Ghostbusters: The Video Game,PS2,2009.0,Action,0.15,0.04,0.0,0.24,64.0,8.7,E10+
4511,Hunter: The Reckoning  Wayward,PS2,2003.0,Action,0.21,0.16,0.0,0.06,68.0,8.8,M
4512,Mischief Makers,N64,1997.0,Platform,0.25,0.06,0.07,0.06,,,
4513,WipEout 64,N64,1998.0,Racing,0.28,0.14,0.0,0.01,,,
4514,EyeToy: AntiGrav,PS2,2004.0,Sports,0.36,0.01,0.0,0.06,71.0,7.8,E
4515,Dora the Explorer: Dora Puppy,DS,2009.0,Misc,0.39,0.01,0.0,0.03,,,
4516,EverQuest Online Adventures,PS2,2003.0,Role-Playing,0.21,0.16,0.0,0.05,74.0,8.2,T
4517,OkamiDen,DS,2010.0,Adventure,0.21,0.06,0.13,0.02,82.0,7.9,E10+
4518,Cool Boarders,PS,1996.0,Sports,0.1,0.07,0.24,0.03,,,
4519,Hometown Story,3DS,2013.0,Role-Playing,0.23,0.12,0.04,0.04,47.0,6,E10+
4520,Just Dance 4,PS3,2012.0,Misc,0.26,0.11,0.0,0.06,77.0,7.1,E10+
4521,Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,0.09,0.07,0.25,0.02,71.0,8.8,T
4522,Monopoly,PS2,2008.0,Misc,0.21,0.16,0.0,0.05,,7.2,E
4523,TouchMaster 3,DS,2009.0,Puzzle,0.29,0.11,0.0,0.04,68.0,tbd,E
4524,Dawn of Mana,PS2,2006.0,Role-Playing,0.07,0.05,0.29,0.02,57.0,6.8,T
4525,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,0.34,0.03,0.03,0.03,89.0,8.5,T
4526,Max Payne 3,PC,2012.0,Shooter,0.16,0.22,0.0,0.05,87.0,7.6,M
4527,Barbie: Groom and Glam Pups,DS,2010.0,Action,0.25,0.14,0.0,0.04,,tbd,E
4528,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,0.17,0.01,0.23,0.02,66.0,7.8,T
4529,Petz Bunnyz,DS,2008.0,Simulation,0.39,0.01,0.0,0.03,,tbd,E
4530,Alpha Protocol,PS3,2010.0,Role-Playing,0.19,0.17,0.0,0.07,64.0,6.9,M
4531,Wolfenstein: The Old Blood,PS4,2015.0,Action,0.1,0.25,0.02,0.06,76.0,8,
4532,Deer Drive,DS,2010.0,Sports,0.4,0.0,0.0,0.02,,tbd,T
4533,Petz: Horsez 2,DS,2007.0,Simulation,0.39,0.0,0.0,0.03,,tbd,E
4534,Rayman Legends,X360,2013.0,Platform,0.19,0.2,0.0,0.04,90.0,8.2,E10+
4535,Madden NFL 2003,GC,2002.0,Sports,0.33,0.09,0.0,0.01,92.0,8.5,E
4536,Backyard Baseball,GBA,2002.0,Sports,0.31,0.11,0.0,0.01,,,
4537,Midway Arcade Treasures,XB,2003.0,Misc,0.33,0.08,0.0,0.01,74.0,tbd,T
4538,Disney Sing It,X360,2008.0,Misc,0.39,0.01,0.0,0.03,53.0,5.2,E
4539,Remington Great American Bird Hunt,Wii,2009.0,Sports,0.4,0.0,0.0,0.03,,tbd,T
4540,Microsoft Flight Simulator X,PC,2006.0,Simulation,0.02,0.36,0.0,0.05,80.0,7.6,E
4541,Bakugan: Battle Brawlers,PS2,2009.0,Action,0.21,0.16,0.0,0.05,,5.7,E
4542,NHL FaceOff 99,PS,1997.0,Sports,0.24,0.16,0.0,0.03,,,
4543,SEGA Classics Collection,PS2,2005.0,Misc,0.21,0.16,0.0,0.05,46.0,6.7,T
4544,Crash: Mind Over Mutant,Wii,2008.0,Platform,0.35,0.05,0.0,0.03,70.0,6.6,E10+
4545,Naruto: Ninja Council 3,DS,2006.0,Action,0.39,0.0,0.0,0.03,56.0,6.5,E10+
4546,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011.0,Strategy,0.0,0.0,0.42,0.0,,,
4547,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,0.0,0.0,0.42,0.0,,,
4548,NBA Street,GC,2002.0,Sports,0.33,0.09,0.0,0.01,88.0,8.6,E
4549,Def Jam Icon,PS3,2007.0,Action,0.16,0.19,0.0,0.08,68.0,4.4,M
4550,2014 FIFA World Cup Brazil,X360,2014.0,Sports,0.15,0.25,0.0,0.03,74.0,4.4,E
4551,The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,0.21,0.16,0.0,0.05,54.0,5.4,E10+
4552,Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,0.12,0.06,0.21,0.03,74.0,6.7,T
4553,Mega Man Battle Network,GBA,2001.0,Role-Playing,0.14,0.05,0.22,0.01,79.0,8.9,E
4554,Juiced: Eliminator,PSP,2006.0,Racing,0.11,0.2,0.0,0.12,65.0,8.2,T
4555,25 to Life,PS2,2006.0,Shooter,0.35,0.01,0.0,0.06,39.0,4.9,M
4556,NHL 2K6,PS2,2005.0,Sports,0.21,0.16,0.0,0.05,81.0,5.8,E10+
4557,Medal of Honor: Rising Sun,GC,2003.0,Shooter,0.33,0.09,0.0,0.01,68.0,6.4,T
4558,The Sims,XB,2003.0,Simulation,0.31,0.1,0.0,0.01,84.0,6.9,T
4559,Dog's Life,PS2,2003.0,Adventure,0.21,0.16,0.0,0.05,64.0,3.1,T
4560,The X Files,PS,1999.0,Adventure,0.24,0.16,0.0,0.03,,,
4561,Super Wagyan Land,SNES,1991.0,Action,0.0,0.0,0.42,0.0,,,
4562,Rascal,PS,1998.0,Action,0.24,0.16,0.0,0.03,,,
4563,"Barbie: Jet, Set & Style!",DS,2011.0,Misc,0.34,0.05,0.0,0.03,,,
4564,Tony Hawk's American Wasteland,GC,2005.0,Sports,0.33,0.08,0.0,0.01,76.0,7.7,T
4565,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,0.35,0.04,0.0,0.03,,,
4566,Sin and Punishment: Star Successor,Wii,2009.0,Shooter,0.19,0.14,0.06,0.03,,,
4567,Crash: Mind Over Mutant,PSP,2008.0,Platform,0.11,0.2,0.0,0.11,,6.5,E10+
4568,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,0.22,0.16,0.0,0.04,,tbd,E
4569,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,0.0,0.0,0.41,0.01,,,
4570,Colony Wars,PS,1997.0,Simulation,0.24,0.16,0.0,0.03,91.0,7.8,E
4571,All-Star Baseball 2004,PS2,2003.0,Sports,0.21,0.16,0.0,0.05,78.0,7.5,E
4572,Big Strike Bowling,PS,2003.0,Sports,0.23,0.16,0.0,0.03,,,
4573,Skylanders: SuperChargers,X360,2015.0,Action,0.25,0.13,0.0,0.04,,5.4,E10+
4574,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,0.13,0.19,0.0,0.11,,tbd,E10+
4575,NASCAR Thunder 2002,PS,2001.0,Racing,0.23,0.16,0.0,0.03,69.0,6.9,E
4576,Batman: Arkham Origins Blackgate,PSV,2013.0,Action,0.16,0.17,0.0,0.1,61.0,6.8,T
4577,Zone of the Enders HD Collection,PS3,2012.0,Simulation,0.21,0.07,0.09,0.05,73.0,8,M
4578,Grandia,SAT,1997.0,Role-Playing,0.0,0.0,0.42,0.0,,,
4579,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,0.23,0.15,0.01,0.04,70.0,6.7,E
4580,ESPN NHL 2K5,XB,2004.0,Sports,0.32,0.09,0.0,0.02,88.0,8.5,E
4581,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,0.3,0.11,0.0,0.01,,,
4582,Hot Wheels World Race,PS2,2003.0,Racing,0.21,0.16,0.0,0.05,55.0,7.7,E
4583,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,0.21,0.16,0.0,0.05,,,
4584,Superman: Shadow of Apokolips,PS2,2002.0,Action,0.21,0.16,0.0,0.05,64.0,7.2,E
4585,Trials Fusion,PS4,2014.0,Racing,0.13,0.22,0.01,0.07,79.0,7.2,E10+
4586,American Chopper,PS2,2004.0,Racing,0.35,0.01,0.0,0.06,47.0,7.5,T
4587,NASCAR Kart Racing,Wii,2009.0,Racing,0.39,0.0,0.0,0.03,70.0,8.1,E
4588,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,0.3,0.11,0.0,0.01,60.0,tbd,E
4589,Guitar Hero: Smash Hits,X360,2009.0,Misc,0.23,0.15,0.0,0.04,71.0,5.9,T
4590,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,0.3,0.11,0.0,0.01,72.0,8,E
4591,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,0.23,0.16,0.0,0.03,,,
4592,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,0.04,0.28,0.01,0.09,,,
4593,Arc the Lad III,PS,1999.0,Role-Playing,0.0,0.0,0.39,0.03,,,
4594,Just Dance: Summer Party,Wii,2011.0,Misc,0.4,0.0,0.0,0.02,,tbd,E10+
4595,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,0.42,0.0,0.0,0.0,,,
4596,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,0.0,0.0,0.42,0.0,,,
4597,Test Drive,XB,2002.0,Racing,0.35,0.05,0.0,0.02,71.0,8.7,T
4598,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,0.0,0.0,0.42,0.0,,,
4599,Petz: Horsez 2,Wii,2007.0,Simulation,0.39,0.0,0.0,0.03,,tbd,E
4600,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,0.21,0.16,0.0,0.05,,,
4601,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,0.15,0.17,0.0,0.1,61.0,7,T
4602,Dr. Mario 64,N64,2001.0,Puzzle,0.34,0.07,0.0,0.0,,,
4603,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,0.0,0.0,0.39,0.03,,,
4604,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,0.34,0.07,0.0,0.0,,,
4605,Rush 2: Extreme Racing USA,N64,1998.0,Racing,0.35,0.06,0.0,0.0,,,
4606,NFL Blitz 2001,N64,2000.0,Sports,0.34,0.07,0.0,0.0,,,
4607,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,0.32,0.08,0.0,0.01,84.0,8.2,T
4608,NBA Live 06,PSP,2005.0,Sports,0.39,0.0,0.0,0.03,80.0,7.6,E
4609,MLB 08: The Show,PS2,2008.0,Sports,0.35,0.01,0.0,0.06,84.0,7.3,E
4610,Horsez,DS,2006.0,Simulation,0.38,0.01,0.0,0.03,,8.7,E
4611,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.32,0.09,0.0,0.02,78.0,7.1,E
4612,Mega Man Anniversary Collection,GC,2004.0,Platform,0.32,0.08,0.0,0.01,81.0,8.8,E
4613,Crash: Mind Over Mutant,DS,2008.0,Platform,0.38,0.0,0.0,0.03,45.0,5.8,E
4614,Super Famista 4,SNES,1995.0,Sports,0.0,0.0,0.42,0.0,,,
4615,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,0.3,0.11,0.0,0.01,,,
4616,How to Train Your Dragon,Wii,2010.0,Action,0.23,0.15,0.0,0.04,59.0,7,E10+
4617,Cabela's Legendary Adventures,PS2,2008.0,Sports,0.21,0.16,0.0,0.05,,tbd,T
4618,Story of Seasons,3DS,2014.0,Simulation,0.0,0.14,0.27,0.01,76.0,8.2,E10+
4619,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010.0,Misc,0.0,0.0,0.42,0.0,,,
4620,Harry Potter and the Goblet of Fire,GC,2005.0,Action,0.32,0.08,0.0,0.01,69.0,6.3,E10+
4621,Thrillville: Off the Rails,PS2,2007.0,Strategy,0.2,0.16,0.0,0.05,70.0,1.7,E10+
4622,Metro: Last Light,PS3,2013.0,Action,0.14,0.18,0.03,0.07,80.0,8.2,
4623,NBA 2K11,PSP,2010.0,Action,0.39,0.0,0.0,0.03,,6.4,E
4624,Mega Man X6,PS,2001.0,Action,0.14,0.1,0.16,0.03,65.0,6.8,E
4625,BloodRayne,PS2,2002.0,Shooter,0.2,0.16,0.0,0.05,75.0,8.5,M
